,评论,得分,时间,点赞,回复
6702,琴岛之眼，晚上去感觉更好，所有景色尽收眼底,5.0,2016/7/24,0,0
6703,玩的很好，…………………………………………时间再长一点就完美了，…………………………………………………………大人孩子都喜欢………………………………………………………………你去了肯定也喜欢……：：：…：：,5.0,2016/5/25,0,0
6704,头一天去没人   第二天去的   跟前女友一起,5.0,2016/7/27,0,0
6705,服务没得说   就是没有想象的那么刺激,4.0,2016/7/28,0,0
6706,去的时候人不是太多，取票方便。刚上去时候有点恐高，幸亏速度不快，挺好,4.0,2016/7/22,0,0
6707,十五分钟，八十块钱，没人也不让再坐一圈,4.0,2016/7/28,0,0
6708,挺好的！孩子以前玩过一次了哈哈哈哈没稀罕够！！好想晚上再去一次！！下次有时间还会再去的～～以前都没有评价过！不知评价了有啥优惠哈哈！！开发区终于有这么高大上的东西了以前玩还得跑到潍坊去～～好远！这样在家门口就可以玩了哈哈,4.0,2016/5/1,3,0
6709,一般吧，并没有什么亮点，刚拿到毕业证，同学聚会一起去的，不给学生价,2.0,2016/7/21,1,0
6710,去的时候不是季节，然后风景也没有那么美，这是退潮的时候，但是坐摩天轮，将来是很好的体验。,5.0,2016/7/18,0,0
6711,玩得开心   坐里面能看到黄岛得全景,5.0,2016/7/27,0,0
6712,去的有点晚，天色有点暗，没有想象中的那么美～,3.0,2016/7/9,0,0
6713,挺不错的。一揽众楼小，就是天气由于有雾,5.0,2016/7/8,0,0
6714,挺好的，景色不错。赶上一个团，有点乱，等好久,5.0,2016/7/27,0,0
6715,终于坐上了摩天轮 到最高处稍微有点心慌 但很快就好了,5.0,2016/5/28,0,0
6716,吉林省长春市公安局的民警将继续保持增长势头得到初步解决方案提供商雷到,5.0,2016/7/15,0,0
6717,不错，带儿子去的，还挺好，儿子玩的挺高兴,5.0,2016/7/28,0,0
6718,还可以，帮别人买的，有机会我也去看看。,5.0,2016/7/24,0,0
6719,还行吧，买了进去就能用，不过时间太短了，十来分钟就下来了，景色挺好的,5.0,2016/7/19,0,0
6720,不错确实挺好的跟宝贝一起看看环境不错也,5.0,2016/7/25,0,0
6721,环境挺好的，适合带孩子玩了，赞一个,4.0,2016/6/25,0,0
6722,还行吧，价钱有点贵。希望以后能便宜点,4.0,2016/5/26,0,0
6723,服务还是比较好的，其实晚上去更好,5.0,2016/7/27,0,0
6724,还行吧，整体来说挺美的，就是时间太短了，感觉不太值,3.0,2016/5/27,0,0
6725,狗狗 明明哦哦7名魔轰神名呢公务员购物中心,5.0,2016/7/25,0,0
6726,魔天伦里有空调，即使上升到最高点，都不会热，而且位置很好，可以看见很好的景色,5.0,2016/7/18,0,0
6727,要是晚上再去就好了 白天刚好大雾没看到什么,5.0,2016/6/16,0,0
6728,面对着钢结构架子，看着还挺害怕的，看着外边就好了，就是时间太短了,4.0,2016/7/19,0,0
6729,uii 和各个环节男女北京看看美女你呢,5.0,2016/7/24,0,0
6730,安全措施挺好，环境挺好适合任何阶段的人,4.0,2016/7/23,0,0
6731,孩子非要坐，真心觉得贵。天气晴朗的时候应该很好吧。,5.0,2016/7/23,0,0
6732,时间太短，空调不错，和女朋友一起去的，挺浪漫的。可以一试。,5.0,2016/7/21,0,0
6733,晚上在上面看夜景不错，心情不错。,5.0,2016/7/27,0,0
6734,太美啦，高空中看到夜色中的大海，别样的感觉,5.0,2016/7/25,0,0
6735,非常的好，嗯，非常高大上，站在上面，可以看到，很美的风景。,4.0,2016/7/22,0,0
6736,很好很好很好很好很好很好很好，很好很好很好很好很好很好很好很好，很好，很好很好很好很好很好很好。景色美丽，孩子喜欢，还会再来。很好很好很好很好很好很好很好很好。很好很好很好很好很好很好很好很好很好很好很好。,4.0,2016/5/7,0,0
6737,夜景没有那么好看g g g h h h j j,5.0,2016/7/27,0,0
6738,不错，很好。值得一去。.。。。,5.0,2016/7/27,0,0
6739,很好，我很喜欢继续加油……来咯哦,5.0,2016/7/24,0,0
6740,设施不错，服务也挺好，中间有点小插曲也愉快的解决了,5.0,2016/7/20,0,0
6741,非常好，临离开青岛前特地来感受一番，黄岛确实不错，干净舒服！,5.0,2016/5/16,1,0
6742,很久之前就想去了，一直没时间，要不就是去了就到点下班了，反复好几次都好失落，就是下班太早了，至于服务都很好，在上面看风景真的很不错，跟老公难得有空出来，天气又好还去挂了许愿锁，和老公玩的很开心必须好评！,5.0,2016/4/19,4,0
6743,还不错，能便宜一点。雾大没看到啥风景,5.0,2016/7/24,0,0
6744,想晚上坐的，可惜那天晚上有大雾，只能第二天白天去坐，白天没有灯光，有点遗憾，打电话时候，工作人员说大雾的时候也开了，虽然看不到灯光，可以享受腾云驾雾的感觉，哈哈，逗死了，感觉还是晚上坐摩天轮比较好，找房子也会亮，路边灯光也会亮，五彩斑斓的比较好,4.0,2016/4/18,10,0
6745,感觉不错  视野开阔  两个孩子很喜欢,5.0,2016/7/6,0,0
6746,大家一定不要忘了拿着自己的学生证啊！我没拿，幸亏带的自己的饭卡和校牌，不然就不能用这个美团了。在摩天轮上看风景真的很棒，这是我第一次坐摩天轮，感觉很新奇，哈哈人也挺多的，大多都是情侣们，约会的好地方哈哈,5.0,2016/4/13,11,0
6747,挺快的。白天去的。挺好的。不刺激。大家不要怕,5.0,2016/7/22,1,0
6748,很喜欢最迷人的风景青岛的美景，喜欢海的可以去看看特别好,5.0,2016/6/26,0,0
6749,还可以吧，把闺蜜和老妈都吓到了！我可能比较喜欢高空。表示无感,2.0,2016/5/30,0,0
6750,上次坐过了，这次带妹妹来坐，如果晚上开放就好了，感觉看夜景会更棒,5.0,2016/7/17,0,0
6751,很好 就是时间有点短 才十几分钟一圈就结束了,5.0,2016/7/21,0,0
6752,速度挺慢的，景色不错，刚好天气也好！,5.0,2016/7/23,0,0
6753,挺不错的，很凉爽景色也不错的。推荐游玩。,5.0,2016/7/24,0,0
6754,紧挨海边，相当不错，只是我们去那天阴天，看不太远，但新区那边是真心不错哦,5.0,2016/7/19,0,0
6755,很好，自己胆小，挺害怕的，高高往下看，有种哆嗦的感觉，眺望风景特别美，居高临下的俯瞰大半个黄岛,5.0,2016/5/6,1,0
6756,服务好，设施齐全配套好，景色优美,5.0,2016/7/24,0,0
6757,不错，就是还是不够大，一会就下来了,5.0,2016/7/21,0,0
6758,服务周到，环境优美，景色尽收眼底。要是摩天轮再大点儿能够看得更远就更好了。和家人一起去的，坐了一次还挺高兴的聊了某人心愿。,5.0,2016/7/3,0,0
6759,还可以，就是有点贵！！！！！！！！！！！！！！！！！！！！,3.0,2016/7/24,0,0
6760,虽然下雨，坐着还是很好的，看得远,5.0,2016/7/20,0,0
6761,感觉还是很棒的，看的够远，夜景不错,5.0,2016/7/20,0,0
6762,很好，在美团比门市便宜五块钱一个人。验证也非常快！,5.0,2016/7/17,0,0
6763,以前不知道美团评论是有分的，浪费了很多分，自从知道美团评论是有分的，学习前人，编辑了这段文字。然后走到哪就粘贴到哪，拿分走人。为了到达规定的数字。必须要在啰嗦几句。只不过不知道说点什么。想想这些也差不多够了吧。实在不够再添点。这次肯定是够了。不可能不够的。有的在不够，那就在啰嗦几句。实在不行就只能这样了,5.0,2016/6/1,0,0
6764,设施不错，服务也好，环境好，宝宝喜欢玩，每周都来玩一次，赞👍,5.0,2016/7/17,0,0
6765,取得早售票处还没上班，网上购票的可以先进去。,5.0,2016/7/20,0,0
6766,晚上海上起雾什么都看不见了，建议白天坐,2.0,2016/6/3,0,0
6767,设备是新的，就是时间觉得过的很快，，,5.0,2016/7/23,0,0
6768,弟弟玩的很开心 下次还过来 很方便,5.0,2016/7/23,0,0
6769,嗯，不错，里面竟然还有空调呢=_=,5.0,2016/7/21,0,0
6770,还好吧，只是我胆子比较小，一直不敢睁眼睛看,5.0,2016/7/18,0,0
6771,验证快，态度好。就是阴天看着风景没有那么清楚,5.0,2016/7/17,0,0
6772,不错不错！挺方便听好玩的！一圈大概十五分钟！下次还来！,5.0,2016/7/2,0,0
6773,宝宝喜欢玩，摩天轮很漂亮，周围环境也好，服务也好。,5.0,2016/7/17,0,0
6774,很好，跟女朋友去的，很高兴，，,4.0,2016/7/19,0,0
6775,很满意，不过时间有点短，希望慢一点，里面很干净,5.0,2016/7/16,0,0
6776,风景很酷 很棒 很满意 以后还回来 夜景超美,5.0,2016/7/19,0,0
6777,很好 天气热里面空调很凉快 看到的景色也很好,5.0,2016/7/18,0,0
6778,很喜欢 就是有点害怕  有点恐高,5.0,2016/7/4,0,0
6779,其实不大好玩，很快就下来了。不过带着弟弟嘛,3.0,2016/7/18,0,0
6780,不错、去的时候人比较少、一人一车！我自己一个车觉得很好,5.0,2016/7/17,1,0
6781,主要是和未来的老婆一起去的，去哪里我都开心，很爱她，老婆也很开心，一起坐上摩天轮见证我们的爱情,5.0,2016/7/11,0,0
6782,下雨天去的  风大晃得厉害 吓人 不建议雨天去,5.0,2016/7/20,0,0
6783,很好啊！孩子喜欢，还要再坐一圈，看到了大海的景色，还会再团的！,5.0,2016/7/16,0,0
6784,非常好玩，不团购50块钱。团购的双人票80。很好玩。景色美。,5.0,2016/7/16,0,0
6785,摩天轮，小时候的回忆！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！，！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,5.0,2016/5/23,0,0
6786,晚上和喜欢的人做摩天轮感觉很好 还看见一对60多的夫妻 幸福摩天轮,5.0,2016/5/4,3,0
6787,出票快 工作人员很好 景色很美,5.0,2016/7/19,0,0
6788,服务很到位，工作人员主动会说可以美团，省钱了,5.0,2016/7/18,0,0
6789,和舍友一块去的    是阴天的原因吧   没有想象的那么好玩   特别冷    转的特别慢     八米高    不过卖票的姐姐们都很好    据说在摩天轮的最高点许下的愿望会实现    等我记起来的时候我已经下来了,2.0,2016/4/3,3,0
6790,好！很美！很漂亮！很棒！加油哦！,5.0,2016/5/28,0,0
6791,非常漂亮的大轮子，五颜六色的...孩子很喜欢。,5.0,2016/7/16,0,0
6792,首先，服务人员态度特别好，这是最让我满意的。摩天轮真的很棒，很浪漫，很稳，一点都没有感觉它在动，但是如果有点恐高的人建议不要往下看，会有一点点晕。一次坐一圈，感觉挺快的，，但是也够欣赏上边的景色了，大家都去玩哦！,5.0,2016/3/27,3,0
6793,还不错哦！里面还有空调，如果晚上灯火辉煌会更漂亮！,5.0,2016/7/14,0,0
6794,到景点后才购买的，超级方便，很开心的一次团购！,5.0,2016/7/16,0,0
6795,第二次做了，可以看见高空景色，挺好的,5.0,2016/7/16,0,0
6796,这种东西也就是图个新鲜～第二次坐，陪同学，真是一点意思没有，还这么贵～,2.0,2016/7/11,1,0
6797,挺不错的，孩子们玩得很开心，取票速度很快，工作人员也不错,5.0,2016/7/16,0,0
6798,没意思，上去缓慢转一圈，没啥意思,3.0,2016/7/20,0,0
6799,环境挺好，挺刺激的，宝宝子一起去了，宝宝也不哭不闹,5.0,2016/7/18,0,0
6800,大雾去的    别说还别有风味    第二次跟小朋友去啦   自己老太婆啦对这些没啥感觉  小孩子觉得上瘾  天气热了  在里面差点熟了大雾去的    别说还别有风味    第二次跟小朋友去啦   自己老太婆啦对这些没啥感觉  小孩子觉得上瘾  天气热了  在里面差点熟了,5.0,2016/4/11,0,0
6801,不错，不错，大概10分钟一圈，天气一般，看不太远,5.0,2016/7/17,0,0
6802,还蛮快的，一圈儿就转完了～晚上坐的，看看夜景不错。,5.0,2016/7/17,0,0
6803,第一天去太晚没有赶上，第二天去的~~~我特别喜欢摩天轮。周围如果多点别的活动就好啦~~,5.0,2016/6/15,0,0
6804,能看到青岛全景和大海，啧啧，就是不刺激哎,4.0,2016/7/17,0,0
6805,还好！不建议怕高的人去坐。有点煎熬。,3.0,2016/7/18,0,0
6806,还是那么幸运，唯一不做美的就是天气，有大雾，不过琴道之眼的感觉还是不错的。,5.0,2016/5/5,1,0
6807,摩天轮很赞，黄岛天气特别棒！就是还是时间有点短啦~,5.0,2016/7/15,0,0
6808,挺好的，景色好，就是转一圈没过够瘾，,5.0,2016/7/17,0,0
6809,看着很高，其实也不怕的，很慢，上面风景视野都很好,5.0,2016/7/15,0,0
6810,去的时候有雾 看不清海和下面的景观  一圈十几分钟。挺不错的如果没有雾就好了！,5.0,2016/5/3,1,0
6811,这是第二次坐，为了陪闺蜜恐高也要上。,5.0,2016/6/27,0,0
6812,不错 晚上去的风景很好 微微的海风吹的很舒服  ,5.0,2016/7/17,0,0
6813,非常好玩，下次带家人都去，推荐给大家哦,5.0,2016/5/31,0,0
6814,没有什么特别的感觉，那天阴天上去看不到什么,3.0,2016/7/16,0,0
6815,环境还不错。 特意去的。 做完了摩天轮必定分手啊。 哈哈。 所以建议一般别做,3.0,2016/6/14,0,0
6816,还行，团购也很便宜，服务员态度也很好,5.0,2016/7/15,0,0
6817,夜景还不错。一圈大概十五分钟。,4.0,2016/7/18,0,0
6818,设施完善，还🈶️空调，不想下来了,5.0,2016/7/18,0,0
6819,环境很好，服务周到，非常喜欢，以后还会经常来的。,5.0,2016/7/15,0,0
6820,环境很好，服务周到，非常喜欢，会经常来的，谢谢卖家！,5.0,2016/7/15,0,0
6821,可以看到唐岛湾美丽的景象 比单独在景点买票实惠多了,3.0,2016/7/12,0,0
6822,第二次去了，验票过程很方便，直接在入口处验票上车，下次找个好天气看看夜景,5.0,2016/7/6,0,0
6823,设施非常好，还有空调，工作人员态度也很好！,5.0,2016/7/14,0,0
6824,团购了一直没有去，结果显示已经消费。温馨提示：确定当天能去玩的亲在买！不过客服还可以，折腾几天给退了,3.0,2016/7/1,0,0
6825,替家人购得票，家人告诉我很不错。,5.0,2016/7/18,0,0
6826,服务周到，环境优雅，人很好666666,5.0,2016/7/18,0,0
6827,很美，很浪漫，有机会带着女朋友还会再来,5.0,2016/7/17,0,0
6828,挺方便的，确认也很快女儿玩的很开心！😘😘😘😘😘😘😘,5.0,2016/7/15,0,0
6829,第一次做摩天轮感觉棒棒哒 建议亲们晚上去更好 夜景超美,5.0,2016/7/13,0,0
6830,第一次坐，有点紧张，速度还好，慢慢的。时间看在长点就更好了,5.0,2016/7/12,0,0
6831,第一次在我们大青岛坐摩天轮，记忆里也没什么可怕的，今天有时间来黄岛石油大学南门对面的唐岛湾海上嘉年华坐了一次摩天轮，刚上去的时候特别兴奋，可是到了有一定高度的地方我才发现自己是有恐高症的，吓得我是一动也不敢动，当升到最高点的时候我才发现原来夜景是如此美丽，总之真的很不错，就像坐直升机的感觉，有机会的小伙伴也去体验一下吧！不错的！,5.0,2016/3/20,1,0
6832,很好，很喜欢，带着两个弟弟来的。。,5.0,2016/7/16,0,0
6833,很美！可以看到我的母校—中国石油大学的全景！毕业前坐了一次，没有遗憾了。,5.0,2016/7/7,0,0
6834,可以，风景不错，可以看到远处的建筑,5.0,2016/5/8,0,0
6835,风景很美，景色宜人，小孩子很高兴,5.0,2016/5/6,0,0
6836,儿子很喜欢坐，也不知道害怕，设施很新，就是有点小了，很快就转完了！,5.0,2016/7/10,0,0
6837,设备很好，很稳定，没有眩晕的感觉，视觉效果很好，完全有种会当凌绝顶 一览众山小的感觉，服务态度很好，主动讲解注意事件。,5.0,2016/6/17,0,0
6838,很好玩，还是有点害怕，不过很刺激,5.0,2016/7/17,0,0
6839,终于坐上了期待已久的摩天轮～号称全国最高的海景摩天轮嘛～哈哈哈哈哈。可能是因为去的时候是节假日，好多好多人，但还好排队并不需要很长时间。很快就能坐上。过程很刺激啊，慢慢上升过程中还是会有点小害怕哈哈哈但还好啦。景色很美啊～爱我们大黄岛～,5.0,2016/4/4,0,0
6840,挺好的，人不多，比起游乐园的人声鼎沸，这里更清净,4.0,2016/7/12,0,0
6841,第二次坐了，感觉还可以，空气景色都很好,5.0,2016/7/15,0,0
6842,挺不错，摩天轮不算高，可惜我们去的时候退潮，没有看到大海的景象,5.0,2016/7/10,0,0
6843,可能是期待了太长时间，没有想象的那么好，不过也还不错，一圈十分钟吧，再长一点儿就好了,4.0,2016/7/6,0,0
6844,挺好的，工作人员还告诉我美团上买可以实时用，设施安全，儿子开心,5.0,2016/7/9,0,0
6845,小朋友喜欢！不错，借得一玩，下次还来！,5.0,2016/7/16,0,0
6846,还好吧，空调挺凉快的！景色还好,5.0,2016/7/15,0,0
6847,略贵，很高，挺过瘾。。。。。。,5.0,2016/7/17,0,0
6848,不太好玩 没啥意思就回家斤斤计较,1.0,2016/7/12,0,0
6849,挺好的，不过是白天，估计晚上会更好看～,5.0,2016/7/15,0,0
6850,带小外甥女来玩，孩子很喜欢，不错,5.0,2016/7/16,0,0
6851,挺好的，我和老公有点恐高，儿子和女儿玩的很开心，服务也很好,5.0,2016/7/11,0,0
6852,挺好的，就是第一次做有点恐高，儿子和女儿玩的很开心😁,5.0,2016/7/11,0,0
6853,还是不错的，里头有空调比较凉快，可坐六个人,5.0,2016/7/14,0,0
6854,挺好的，很好玩，很漂亮，服务也好，棒棒哒，,5.0,2016/7/16,0,0
6855,很不错，就是时间太短了！！！！,5.0,2016/7/17,1,1
6856,很平稳，一点也不担心摇晃，带孩子玩玩不错,5.0,2016/7/15,0,0
6857,非常好，转的慢，可以多浏览风景，喜欢的很,5.0,2016/5/25,0,0
6858,门票价格有点贵，景色还好，晚上可能更好一些，时间有点短，转两圈就好了，有空调，不用担心闷热，想晚上再坐一次,4.0,2016/7/3,0,0
6859,特别想去终于去了。去的时候有风。到最顶端的时候能感觉到稍微的摇晃。在最顶端的时候许的愿。希望可以实现。特别特别浪漫的地方。下次还想去。那里的商城也好大。稍微逛了一下。真的超级大。停车场也超级大。一定要去体验一下哦,5.0,2016/4/3,12,0
6860,完全不值这个价钱，只是图新鲜了。,2.0,2016/7/12,0,0
6861,每年都带孩子去一次，一如既往地好，这次选择的蓝色,5.0,2016/7/11,0,0
6862,不错不错，非常不错，不过灯不是太多，夜景还行吧，不错不错，非常不错，不过灯不是太多，夜景还行吧，不错不错，非常不错，不过灯不是太多，夜景还行吧，不错不错，非常不错，不过灯不是太多，夜景还行吧，不错不错，非常不错，不过灯不是太多，夜景还行吧，不错不错，非常不错，不过灯不是太多，夜景还行吧，,5.0,2016/4/30,4,0
6863,毕业前去的，和舍长一起，挺好的一个回忆,4.0,2016/7/13,0,0
6864,"不错。
      我是在凑字数！",4.0,2016/7/17,0,0
6865,很嗨，很刺激，大家来青岛必须来琴岛之眼转转。,4.0,2016/7/15,0,0
6866,晚上的景色比白天要好看一些。服务很好。,4.0,2016/7/13,0,0
6867,很赞！就是时间太短，还没过瘾就转了一圈了。能不能便宜一点啊啊啊啊啊啊,3.0,2016/5/23,0,0
6868,不错，美团还方便，扫码进入，第二次坐了,5.0,2016/7/12,0,0
6869,还不错，就是摩天轮太小了。十分钟就下来了。,5.0,2016/7/13,0,0
6870,特别漂亮，从最高处看黄岛，真美,5.0,2016/5/30,0,0
6871,还好 挺不错的  下次还来这里玩。还好 挺不错的 下次还来这里玩还好 挺不错的 下次还来这里玩还好 挺不错的 下次还来这里玩还好 挺不错的 下次还来这里玩还好 挺不错的 下次还来这里还好 挺不错的 下次还来这里玩还好 挺不错的 下次还来这里玩还好 挺不错的 下次还来这里玩,5.0,2016/5/3,2,0
6872,超开心的，第二次坐了！感觉还是蛮好，下次天黑再坐上去看看,5.0,2016/6/1,0,0
6873,挺不错的，夜景很漂亮，就是晚上拍照看不清,5.0,2016/7/13,0,0
6874,时间太短了，才一圈，根本没玩够啊,3.0,2016/7/14,0,0
6875,还可以，就是时间太短了。摩天轮太小。,5.0,2016/7/13,0,0
6876,孩子要坐，但是太无聊了，没有个音乐,4.0,2016/7/13,0,0
6877,还不错的体验，比现场买票便宜又方便。……,4.0,2016/7/12,0,0
6878,好想吃饭了，我们都会有人说好了。我的心里只有我一个人,5.0,2016/7/12,0,0
6879,视野开阔很不错适合观光 可以再带家人去玩 里面有些热 冬天不会冷 夏天去了可以开空调的 孩子非常喜欢,5.0,2016/5/5,0,0
6880,一直觉得会恐高，在摩天轮到达最高点时还蛮有安全感的，以为没有恐高的存在会一览开发区的美景，其实没有想象中的那么美，但是跟对的人还是适合一坐,3.0,2016/6/12,0,0
6881,推荐晚上去，夜景很美，小两口去很浪漫。就是一圈时间太短了，没反应过来就转完了，不太过瘾。。,4.0,2016/7/2,0,0
6882,团购的很方便，人也不多，服务人员很热情，天气晴朗的时候海景非常漂亮，登高望远的感觉棒棒哒，还可以选择自己喜欢的颜色的车厢哦，摩天轮转得很稳，今天风挺大，开始还有点害怕，但是上去之后一点感觉都没有，有点恐高的我也没问题啊。,5.0,2016/3/26,7,0
6883,好 很好 非常好 特别的好 太好了,5.0,2016/7/12,0,0
6884,白天有空调但是太阳烤一些，不知不觉就转下来了，估计晚上回很漂亮，白天景色一般，有机会晚上再去一次,5.0,2016/6/30,0,0
6885,，没想到积分有那么多用处啊，从知道积分这么有用开始，我一直就复制这条说说，这样我就不用每次都打字了，真的挺好,3.0,2016/6/21,0,0
6886,带孩子来玩，几分钟，票价偏贵。其他还好吧,3.0,2016/7/9,0,0
6887,琴岛之眼一直在转，还以为有人才转呢。服务人员对美团团购的顾客也很有准备，问了是团购，直接拿了一个手机过来扫描。整个过程非常满意。,5.0,2016/4/10,1,0
6888,一般，摩天轮转动的时候比较慢！,2.0,2016/7/13,0,1
6889,俯瞰周边环境很是美夜间应该会更漂亮下次来尝试,5.0,2016/5/15,0,0
6890,还不错，一直想来，一拖拖了一年…终于来了，感觉还可以，就是时间太短了，平常人也不多，就那样空转，可惜了～为什么不票价便宜一点增增人气呢？呵呵,4.0,2016/5/24,0,0
6891,很高，一点也不晃，很稳，好高，景色很高,5.0,2016/7/11,0,0
6892,跟媳妇去玩的   感觉很不错  风景很好,5.0,2016/7/9,0,0
6893,很喜欢，很稳定，玩的很高兴，下次还来,5.0,2016/5/1,2,0
6894,很不错呦，算这次去了三次！！！,5.0,2016/7/13,0,0
6895,不错，儿子爱坐，天气好的时候可以将海景收入眼底！,5.0,2016/7/9,0,0
6896,不错不错，非常不错，不过灯不是太多，夜景还行吧，不错不错，非常不错，不过灯不是太多，夜景还行吧，不错不错，非常不错，不过灯不是太多，夜景还行吧，不错不错，非常不错，不过灯不是太多，夜景还行吧，不错不错，非常不错，不过灯不是太多，夜景还行吧，,5.0,2016/4/30,3,0
6897,出票速度很快，白天去的，没有大雾，整体感觉很棒，人也不少，值得去玩,5.0,2016/7/5,0,0
6898,环境很好，视野也不错，票价贵了,5.0,2016/7/10,0,0
6899,挺好的！周围也有好多吃饭购物的地方！,5.0,2016/6/4,0,0
6900,服务超级好，但是建议晴天过去哦，一般时候雾太大！上去了什么都看不到！,5.0,2016/7/4,0,0
6901,晚上坐摩天轮真的很带感！不错！,5.0,2016/7/9,0,0
6902,"很赞，很喜欢 自己去的也很嗨,",5.0,2016/5/15,0,0
6903,服务态度特别好，到了最高点，景色很美。,5.0,2016/6/1,0,0
6904,白天坐的，很不错。服务态度也很好，由于恐高，一直在上面怕怕的,5.0,2016/7/5,0,0
6905,很喜欢     比去那买便宜           挺好   以后还会去,5.0,2016/7/8,0,0
6906,第一次在我们大青岛坐摩天轮，小时候坐过一次，记忆里也没什么可怕的，今天有时间来黄岛石油大学南门对面的唐岛湾海上嘉年华坐了一次摩天轮，刚上去的时候特别兴奋，可是到了有一定高度的地方我才发现自己是有恐高症的，吓得我是一动也不敢动，当升到最高点的时候我才发现原来夜景是如此美丽，总之真的很不错，就像坐直升机的感觉，有机会的小伙伴也去体验一下吧！不错的！,5.0,2016/2/29,0,0
6907,还好啦，，就是没有想像的高，不过上去了以后也很激动呢,2.0,2016/7/7,0,0
6908,第一次去玩，感觉很好，视野挺不错,5.0,2016/7/10,0,0
6909,第一次坐还不错，不过就是太快了，还没过瘾,4.0,2016/7/10,0,0
6910,转一圈就十分钟，票价贵贵，也不办理月票或者年卡，孩子喜欢座，按次卖票真是不划算啊,4.0,2016/7/1,0,0
6911,挺好的，里面有空调，很凉快，能看见海景,5.0,2016/7/7,0,0
6912,还不错，周围正在发展，以后一定特别棒,5.0,2016/7/9,0,0
6913,还可以吧～不是很大。但也不小～还有锁～在上面看琴岛的夜景真的还是很不错的～推荐大家去～旁边是类似三里屯那样子的商业街～整的还算繁华～现在还没有完工～去的人不是特别多～。～对了。晚上看到了一个黑人老外。。真的是就能看见眼白和衣服。我以为我见鬼了希望他看不懂中文看不到这条,4.0,2016/3/20,8,0
6914,速度不是很快  不会害怕  还有空调   棒棒哒,5.0,2016/7/10,0,0
6915,晚上看比较好，灯火阑珊的，马路上行驶的车的车灯星星点点的，十五分钟一圈。。。高六十四米其实也没感觉多高，只能看到附近一些景色，不过还好吧，团购比拿着学生证到现场买还便宜。。。凑一百字怎么这么难呢？真是醉了。。,3.0,2016/4/3,8,0
6916,不错，直接拿着手机去检票就行，很方便。,5.0,2016/7/7,0,0
6917,可以看到开发区。。。。摩天轮很稳。。。。,5.0,2016/7/8,0,0
6918,服务好，态度好，风景好，值得购买，最好晴天去，看的远，而且运行平稳，女朋友很开心，………………………………………………………………………………………………………………………………………………………………,5.0,2016/5/3,1,0
6919,设施很好，海滨风光一览无余，很不错的体验！,5.0,2016/7/5,0,0
6920,看着想坐，坐了又感觉没啥……鸡肋……,4.0,2016/7/9,0,0
6921,摩天轮能升的很高 速度也很慢 能看到美丽的海景    一圈大概15分钟 里面还有空调 不会觉得闷热~,4.0,2016/6/25,1,0
6922,不错，特意去的黄岛做了个摩天轮真帅,5.0,2016/7/6,0,0
6923,设施很好，环境很好，服务也很好，值得一玩,5.0,2016/7/8,0,0
6924,很好，服务，环境，值得一玩，高大上,5.0,2016/7/8,0,0
6925,上去之后有点害怕 不过最高点的景倒挺好看,5.0,2016/6/14,0,0
6926,服务好 验票快 风景特别美！！,5.0,2016/7/9,0,0
6927,挺好的，能看到全貌，晚上看最漂亮了,5.0,2016/7/9,0,0
6928,正好是夕阳时分坐的，太美了，第一次坐，还是有点害怕的,5.0,2016/5/12,0,0
6929,2016跨年～晚上的摩天轮好漂亮～,5.0,2016/6/14,0,0
6930,高高的~很漂亮，很稳，为什么要十五个字😂,5.0,2016/7/7,0,0
6931,挺不错的，就是没有宣传的那么好→_→ 机器很新，布置的也不错，可以坐坐玩玩,4.0,2016/7/2,0,0
6932,时间太短了  10多分钟  别的后可以,5.0,2016/7/9,0,0
6933,很好不过当天去早了围着海边转了一圈 本来想晚上去 结果那天下了暴雨 第二天早上去的万里无云还是蛮不错的....服务很好时间挺短的一会就转完了   快到顶上晃晃悠悠的   还好啦,5.0,2016/6/2,0,0
6934,不错，环境挺好的，值得去做，感觉非常好。,5.0,2016/7/8,0,0
6935,挺过瘾的！真不错！还会再去的，值得推荐！估计晚上会更美,5.0,2016/7/4,0,0
6936,大老远来坐摩天轮！对于恐高的我来说是种挑战,4.0,2016/7/3,0,0
6937,还行，没有想象的那么好，十分钟多一点就转完了，不快也不慢，没什么好怕的，晚上去的，觉得开发区的夜景很一般～,4.0,2016/6/14,0,0
6938,"很不错，很好玩，很棒，服务好。美美哒美美哒，
",5.0,2016/7/9,0,0
6939,好久之前坐了，都忘了评价不好意思。很不错，强烈推荐,5.0,2016/7/4,0,0
6940,价格能便宜点就会常去。其他都不错,4.0,2016/7/6,0,0
6941,挺实惠的。两个人这些钱。而且确实挺高的。哈哈好评啊,5.0,2016/7/3,0,0
6942,震撼之美，非常值得推荐，液晶很漂亮，在高处看奥乐购全景很漂亮,5.0,2016/5/7,0,0
6943,还可以 就是一圈时间很短 十分钟左右的样子！,4.0,2016/7/3,0,0
6944,超级刺激 第一次去的时候 又兴奋又害怕 结果等升到顶的时候 两眼泪花☺等又带着孩子去了一次 才好好欣赏了一下美景,5.0,2016/6/16,0,0
6945,虽然有点小，但能看到海景，还是不错的，比天津之眼好，个人感觉。,4.0,2016/7/2,0,0
